"contrast","estimate","SE","df","z.ratio","p.value"
"FWC - MML",-0.522412245898219,0.180983664212098,Inf,-2.88651601884905,0.0108730586695439
"FWC - UM",-0.250413883642675,0.157035228735013,Inf,-1.59463507430701,0.247917160318352
"MML - UM",0.271998362255545,0.170080183497768,Inf,1.59923605832136,0.24593714506095
