Term,Chisq,Df,Pr(>Chisq)
Region,150.38747085961063,5,1.1041962289735714e-30
STRATA,22.27100081538808,1,2.367551822529895e-6
MI_CORRECTED,0.2549028310486304,1,0.6136438062177022
Region:STRATA,13.583708167471512,5,0.01848160345207552
