contrast,estimate,SE,df,z.ratio,p.value
FWC - MML,-0.5224122458982192,0.18098366421209836,Inf,-2.886516018849049,0.010873058669543911
FWC - UM,-0.2504138836426747,0.15703522873501266,Inf,-1.5946350743070066,0.24791716031835187
MML - UM,0.2719983622555445,0.1700801834977678,Inf,1.5992360583213643,0.2459371450609502
