contrast,estimate,SE,df,z.ratio,p.value
M. cavernosa - O. faveolata,-7.503514359665009,2.9097771276026205,Inf,-2.578724771902785,0.02680617887599479
M. cavernosa - P. clivosa,-3.6474599494579425,2.919995442300014,Inf,-1.2491320693928623,0.4242322103590369
O. faveolata - P. clivosa,3.8560544102070664,2.420659539303945,Inf,1.5929767683545724,0.24863332652061854
